time_utc,time_utc,lmp,PredictedLMP
2018-04-25 21:55:00+00:00,,14.1397,24.501744671890826
2018-04-25 22:00:00+00:00,,13.2249,21.970106994011008
2018-04-25 22:05:00+00:00,,13.5225,20.419114518241216
2018-04-25 22:10:00+00:00,,13.64,24.875831430917188
2018-04-25 22:15:00+00:00,,13.6456,13.830820535706982
2018-04-25 22:20:00+00:00,,14.8748,19.478886951425796
2018-04-25 22:25:00+00:00,,14.3838,22.514438903129076
2018-04-25 22:30:00+00:00,,15.3385,23.67107586632791
2018-04-25 22:35:00+00:00,,13.0706,32.278848226704184
2018-04-25 22:40:00+00:00,,14.4605,26.585395272953768
2018-04-25 22:45:00+00:00,,6.4833,19.974316133199412
2018-04-25 22:50:00+00:00,,15.4554,19.306556391715606
2018-04-25 22:55:00+00:00,,9.6262,28.073436082641173
2018-04-25 23:00:00+00:00,,17.5465,29.052374336230226
2018-04-25 23:05:00+00:00,,14.9685,29.387208037226657
2018-04-25 23:10:00+00:00,,16.9162,37.57383356784307
2018-04-25 23:15:00+00:00,,14.7502,30.779944542045392
2018-04-25 23:20:00+00:00,,17.5563,31.19869794315114
2018-04-25 23:25:00+00:00,,17.7899,20.951112264577088
2018-04-25 23:30:00+00:00,,18.3815,32.306896268736416
2018-04-25 23:35:00+00:00,,17.9037,23.49650314404853
2018-04-25 23:40:00+00:00,,19.8687,26.427350422788574
2018-04-25 23:45:00+00:00,,18.9331,31.058881316821058
2018-04-25 23:50:00+00:00,,19.1378,25.326981655162697
2018-04-25 23:55:00+00:00,,18.9134,34.55905791588389
2018-04-26 00:00:00+00:00,,17.8178,37.69219853671283
2018-04-26 00:05:00+00:00,,15.5624,26.469107940640644
2018-04-26 00:10:00+00:00,,18.7008,26.42949865652819
2018-04-26 00:15:00+00:00,,18.9001,25.985964523303462
2018-04-26 00:20:00+00:00,,19.5288,27.643705666231295
2018-04-26 00:25:00+00:00,,21.3338,25.964999018540084
2018-04-26 00:30:00+00:00,,24.4562,26.79277559672926
2018-04-26 00:35:00+00:00,,58.6752,26.684182283847683
2018-04-26 00:40:00+00:00,,46.8006,28.883954179247066
2018-04-26 00:45:00+00:00,,55.6365,26.07422139284093
2018-04-26 00:50:00+00:00,,100.0,33.1547118823983
2018-04-26 00:55:00+00:00,,100.0,37.293999785995496
2018-04-26 01:00:00+00:00,,54.297,31.614320832568783
2018-04-26 01:05:00+00:00,,100.0,29.58781983076049
2018-04-26 01:10:00+00:00,,100.0,36.28379198480923
2018-04-26 01:15:00+00:00,,100.0,32.60050648452035
2018-04-26 01:20:00+00:00,,100.0,41.175494298600846
2018-04-26 01:25:00+00:00,,100.0,35.127483351985376
2018-04-26 01:30:00+00:00,,100.0,29.79515673201102
2018-04-26 01:35:00+00:00,,48.3949,32.65570583048796
2018-04-26 01:40:00+00:00,,24.6889,31.641599479820748
2018-04-26 01:45:00+00:00,,24.6373,39.99835271614955
2018-04-26 01:50:00+00:00,,24.6373,34.140888975060335
2018-04-26 01:55:00+00:00,,24.1326,30.92440071190197
2018-04-26 02:00:00+00:00,,23.7045,31.88549039603953
2018-04-26 02:05:00+00:00,,23.3917,36.21007318667045
2018-04-26 02:10:00+00:00,,22.3519,35.74166006845964
2018-04-26 02:15:00+00:00,,21.0218,34.23036216114697
2018-04-26 02:20:00+00:00,,23.3712,50.7871873838318
2018-04-26 02:25:00+00:00,,22.2421,37.73320361132824
2018-04-26 02:30:00+00:00,,21.4433,41.85197515246887
2018-04-26 02:35:00+00:00,,22.6045,38.36831102107758
2018-04-26 02:40:00+00:00,,23.1386,29.102257894567884
2018-04-26 02:45:00+00:00,,30.086,18.014020251516598
2018-04-26 02:50:00+00:00,,23.0963,22.336579754762823
2018-04-26 02:55:00+00:00,,30.9029,24.436217176292818
2018-04-26 03:00:00+00:00,,46.3612,24.008859025162057
2018-04-26 03:05:00+00:00,,31.7056,23.642235270350877
2018-04-26 03:10:00+00:00,,34.6333,26.016086407259433
2018-04-26 03:15:00+00:00,,21.6718,19.577571666333093
2018-04-26 03:20:00+00:00,,22.0483,19.978444674629674
2018-04-26 03:25:00+00:00,,21.2128,21.026346854374264
2018-04-26 03:30:00+00:00,,23.295,26.31492439907719
2018-04-26 03:35:00+00:00,,26.3603,26.304475318849434
2018-04-26 03:40:00+00:00,,24.3409,25.853478595447083
2018-04-26 03:45:00+00:00,,23.4842,27.165963052032012
2018-04-26 03:50:00+00:00,,21.2268,27.476350619878275
2018-04-26 03:55:00+00:00,,23.2723,24.623693690125712
2018-04-26 04:00:00+00:00,,31.3783,31.014965840505013
2018-04-26 04:05:00+00:00,,20.8088,27.014580775066644
2018-04-26 04:10:00+00:00,,22.1984,28.04286957397222
2018-04-26 04:15:00+00:00,,23.0284,28.600540782245663
2018-04-26 04:20:00+00:00,,27.1328,35.571804068622285
2018-04-26 04:25:00+00:00,,100.0,33.22834791747987
2018-04-26 04:30:00+00:00,,100.0,32.48193265021394
2018-04-26 04:35:00+00:00,,32.9607,36.60254971226991
2018-04-26 04:40:00+00:00,,23.9178,36.100113164256314
2018-04-26 04:45:00+00:00,,20.2457,29.214976039783814
2018-04-26 04:50:00+00:00,,22.3876,27.301128663185526
2018-04-26 04:55:00+00:00,,20.6543,29.351769323706144
2018-04-26 05:00:00+00:00,,18.7413,30.62496462194324
2018-04-26 05:05:00+00:00,,18.8743,32.869700481493716
2018-04-26 05:10:00+00:00,,18.4776,29.187737027436725
2018-04-26 05:15:00+00:00,,19.3877,28.039181148189247
2018-04-26 05:20:00+00:00,,19.5366,28.297033089709632
2018-04-26 05:25:00+00:00,,19.6823,27.809133189777473
2018-04-26 05:30:00+00:00,,19.3957,24.213000317672346
2018-04-26 05:35:00+00:00,,19.2994,25.817768346606258
2018-04-26 05:40:00+00:00,,18.5751,24.151247213433475
2018-04-26 05:45:00+00:00,,18.5882,25.50458513423666
2018-04-26 05:50:00+00:00,,18.7998,24.687978266639863
2018-04-26 05:55:00+00:00,,19.0423,23.417541888621695
2018-04-26 06:00:00+00:00,,19.7471,25.45496450670656
2018-04-26 06:05:00+00:00,,19.1077,28.531189244819206
2018-04-26 06:10:00+00:00,,18.5901,24.549597346464452
2018-04-26 06:15:00+00:00,,18.8766,29.222334071057357
2018-04-26 06:20:00+00:00,,18.7257,33.784935202484704
2018-04-26 06:25:00+00:00,,18.7236,30.59665212977969
2018-04-26 06:30:00+00:00,,18.7482,27.495206994933532
2018-04-26 06:35:00+00:00,,18.6042,23.995250293696508
2018-04-26 06:40:00+00:00,,18.6275,25.227183367631273
2018-04-26 06:45:00+00:00,,18.4818,33.826408028458644
2018-04-26 06:50:00+00:00,,18.3664,32.17511488171513
2018-04-26 06:55:00+00:00,,18.3346,23.58639219449005
2018-04-26 07:00:00+00:00,,17.9244,24.378659757009714
2018-04-26 07:05:00+00:00,,17.7978,26.74840620134342
2018-04-26 07:10:00+00:00,,17.6858,28.317188038690194
2018-04-26 07:15:00+00:00,,18.488,27.376217066174853
2018-04-26 07:20:00+00:00,,18.5936,36.3261434605063
2018-04-26 07:25:00+00:00,,17.7776,35.2746133005983
2018-04-26 07:30:00+00:00,,18.244,34.49193920839633
2018-04-26 07:35:00+00:00,,18.8227,28.2622020989252
2018-04-26 07:40:00+00:00,,18.8081,29.01881905244801
2018-04-26 07:45:00+00:00,,18.9817,33.254240504153415
2018-04-26 07:50:00+00:00,,19.0842,31.984941020803106
2018-04-26 07:55:00+00:00,,18.877,29.462934133193325
2018-04-26 08:00:00+00:00,,18.7308,32.547803198907076
2018-04-26 08:05:00+00:00,,19.1528,25.957602795393353
2018-04-26 08:10:00+00:00,,18.8808,23.95877266860831
2018-04-26 08:15:00+00:00,,18.7998,24.9108792168632
2018-04-26 08:20:00+00:00,,19.0052,25.21905945462469
2018-04-26 08:25:00+00:00,,18.7931,23.176272455479175
2018-04-26 08:30:00+00:00,,18.5661,28.98971921553505
2018-04-26 08:35:00+00:00,,18.4949,22.68894207399128
2018-04-26 08:40:00+00:00,,18.3595,24.65716616382488
2018-04-26 08:45:00+00:00,,18.3515,24.975739278984978
2018-04-26 08:50:00+00:00,,18.3104,26.281669167154984
2018-04-26 08:55:00+00:00,,18.475,25.361131648013128
2018-04-26 09:00:00+00:00,,18.5201,26.014258116926737
2018-04-26 09:05:00+00:00,,18.386,22.607532155819783
2018-04-26 09:10:00+00:00,,18.3692,19.92126054079446
2018-04-26 09:15:00+00:00,,18.4743,22.57743291221804
2018-04-26 09:20:00+00:00,,18.5962,22.98713251146763
2018-04-26 09:25:00+00:00,,18.7993,23.912312727116966
2018-04-26 09:30:00+00:00,,18.8232,20.713032894506924
2018-04-26 09:35:00+00:00,,18.8802,22.64139368728503
2018-04-26 09:40:00+00:00,,18.8024,22.765639534950008
2018-04-26 09:45:00+00:00,,18.814,23.200231474050792
2018-04-26 09:50:00+00:00,,18.8991,25.15831227067747
2018-04-26 09:55:00+00:00,,18.9464,28.116012931823903
2018-04-26 10:00:00+00:00,,19.0041,26.067685323298157
2018-04-26 10:05:00+00:00,,18.9689,13.456495077004467
2018-04-26 10:10:00+00:00,,19.086,12.758349075830424
2018-04-26 10:15:00+00:00,,19.483,19.15711279955826
2018-04-26 10:20:00+00:00,,19.4833,27.893565555659876
2018-04-26 10:25:00+00:00,,19.3496,20.511880430633312
2018-04-26 10:30:00+00:00,,19.4901,19.111028032343462
2018-04-26 10:35:00+00:00,,19.8993,20.450130554166027
2018-04-26 10:40:00+00:00,,20.04,18.13654825587953
2018-04-26 10:45:00+00:00,,20.1375,13.352084414795328
2018-04-26 10:50:00+00:00,,20.2027,12.746558561994103
2018-04-26 10:55:00+00:00,,20.4359,16.856765860451667
2018-04-26 11:00:00+00:00,,20.3692,13.23893517322043
2018-04-26 11:05:00+00:00,,19.547,21.37572019798723
2018-04-26 11:10:00+00:00,,20.4533,21.485481946313595
2018-04-26 11:15:00+00:00,,21.9495,21.169989250552476
2018-04-26 11:20:00+00:00,,22.0687,17.825196731402674
2018-04-26 11:25:00+00:00,,21.5306,19.260189731793528
2018-04-26 11:30:00+00:00,,22.6901,16.587368148410036
2018-04-26 11:35:00+00:00,,23.6879,18.326894316512384
2018-04-26 11:40:00+00:00,,22.9639,18.52154348710824
2018-04-26 11:45:00+00:00,,23.8344,22.522934249334376
2018-04-26 11:50:00+00:00,,24.8006,20.71931803318505
2018-04-26 11:55:00+00:00,,24.6808,25.588420976357227
2018-04-26 12:00:00+00:00,,19.1308,19.367806616451404
2018-04-26 12:05:00+00:00,,21.6231,29.988215657274555
2018-04-26 12:10:00+00:00,,22.5056,29.571698937446996
2018-04-26 12:15:00+00:00,,22.8159,32.281094589777915
2018-04-26 12:20:00+00:00,,22.8028,28.92643715337814
2018-04-26 12:25:00+00:00,,22.5607,28.565359659035416
2018-04-26 12:30:00+00:00,,22.677,26.848158570498242
2018-04-26 12:35:00+00:00,,22.6234,30.63324886951825
2018-04-26 12:40:00+00:00,,22.6346,30.59067974332479
2018-04-26 12:45:00+00:00,,22.5183,27.004108660787637
2018-04-26 12:50:00+00:00,,22.6532,37.44914758672865
2018-04-26 12:55:00+00:00,,22.6182,37.44742633357591
2018-04-26 13:00:00+00:00,,25.3978,34.31537109478958
2018-04-26 13:05:00+00:00,,24.3135,38.05114412842154
2018-04-26 13:10:00+00:00,,24.8811,31.969830070240484
2018-04-26 13:15:00+00:00,,26.2037,29.332103449760954
2018-04-26 13:20:00+00:00,,25.6486,33.088528539207424
2018-04-26 13:25:00+00:00,,28.1229,41.48685229523714
2018-04-26 13:30:00+00:00,,29.528,28.431367896834765
2018-04-26 13:35:00+00:00,,26.3784,32.90518484643816
2018-04-26 13:40:00+00:00,,49.6026,33.611582140863696
2018-04-26 13:45:00+00:00,,55.11,32.66589622543687
2018-04-26 13:50:00+00:00,,54.2771,36.80241456193243
2018-04-26 13:55:00+00:00,,48.5586,36.000041735548784
2018-04-26 14:00:00+00:00,,24.2466,34.471974729945984
2018-04-26 14:05:00+00:00,,25.473,30.84222193187017
2018-04-26 14:10:00+00:00,,25.4617,40.085587062622665
2018-04-26 14:15:00+00:00,,24.9964,27.54826027605094
2018-04-26 14:20:00+00:00,,25.0486,35.816512764528674
2018-04-26 14:25:00+00:00,,25.0593,47.282907669655074
2018-04-26 14:30:00+00:00,,23.9652,38.20648765599121
2018-04-26 14:35:00+00:00,,24.2297,30.662643746670383
2018-04-26 14:40:00+00:00,,24.968,46.72062103901642
2018-04-26 14:45:00+00:00,,24.6255,38.4450881074839
2018-04-26 14:50:00+00:00,,24.2047,36.49426923509588
2018-04-26 14:55:00+00:00,,25.2232,40.24568845245032
2018-04-26 15:00:00+00:00,,28.2151,47.475374067411934
2018-04-26 15:05:00+00:00,,24.7048,43.932052205402194
2018-04-26 15:10:00+00:00,,23.922,38.57592435308946
2018-04-26 15:15:00+00:00,,23.5587,46.358110575235145
2018-04-26 15:20:00+00:00,,23.7866,45.04021910962876
2018-04-26 15:25:00+00:00,,23.8251,46.60608189157525
2018-04-26 15:30:00+00:00,,23.9026,44.91701129943106
2018-04-26 15:35:00+00:00,,24.0462,34.59360942933783
2018-04-26 15:40:00+00:00,,23.8399,18.780587416406817
2018-04-26 15:45:00+00:00,,28.7249,45.4707306599663
2018-04-26 15:50:00+00:00,,24.6958,41.205901260594324
2018-04-26 15:55:00+00:00,,31.6884,39.33259879721489
2018-04-26 16:00:00+00:00,,31.8692,47.55084329149705
2018-04-26 16:05:00+00:00,,36.2915,26.527150986330593
2018-04-26 16:10:00+00:00,,44.6784,29.88863082992995
2018-04-26 16:15:00+00:00,,34.4528,35.93869257719511
2018-04-26 16:20:00+00:00,,32.9475,42.21846773147895
2018-04-26 16:25:00+00:00,,25.3787,20.124805759781218
2018-04-26 16:30:00+00:00,,29.401,39.20752704618003
2018-04-26 16:35:00+00:00,,31.0061,46.45518815797571
2018-04-26 16:40:00+00:00,,30.4297,29.777140006227445
2018-04-26 16:45:00+00:00,,30.8806,34.8405997225198
2018-04-26 16:50:00+00:00,,26.6756,44.88816370119644
2018-04-26 16:55:00+00:00,,25.166,37.01182347327223
2018-04-26 17:00:00+00:00,,24.9568,40.53168738789971
2018-04-26 17:05:00+00:00,,24.7562,35.7220561701161
2018-04-26 17:10:00+00:00,,25.2559,37.91562389363453
2018-04-26 17:15:00+00:00,,23.2926,37.77182902255341
2018-04-26 17:20:00+00:00,,24.7412,31.09986839186787
2018-04-26 17:25:00+00:00,,23.0413,42.31505725946222
2018-04-26 17:30:00+00:00,,23.4334,32.67785742857004
2018-04-26 17:35:00+00:00,,22.6733,47.596654314685324
2018-04-26 17:40:00+00:00,,13.1356,51.97680469091193
2018-04-26 17:45:00+00:00,,20.139,24.87084917230876
2018-04-26 17:50:00+00:00,,14.6954,29.5018953389983
2018-04-26 17:55:00+00:00,,23.0328,37.172077716949524
2018-04-26 18:00:00+00:00,,21.4955,38.93514973021523
2018-04-26 18:05:00+00:00,,26.7583,39.63162108377612
2018-04-26 18:10:00+00:00,,25.0081,40.00371632721245
