time_utc,time_utc,lmp,PredictedLMP
2018-04-25 05:10:00+00:00,,-38.2487,-22.992635679909963
2018-04-25 05:15:00+00:00,,-36.6108,-16.204243323724494
2018-04-25 05:20:00+00:00,,-37.6158,-21.26504836533472
2018-04-25 05:25:00+00:00,,-38.3356,-17.915489255861267
2018-04-25 05:30:00+00:00,,-30.855,-14.231964798894406
2018-04-25 05:35:00+00:00,,-22.8041,-26.693147450137904
2018-04-25 05:40:00+00:00,,-38.3969,-20.398840055013466
2018-04-25 05:45:00+00:00,,-38.4999,-17.17921913016409
2018-04-25 05:50:00+00:00,,-57.4275,-22.014766049496668
2018-04-25 05:55:00+00:00,,-40.0767,-12.920860716507049
2018-04-25 06:00:00+00:00,,-40.343,-16.309436299254354
2018-04-25 06:05:00+00:00,,-43.604,-5.02035562103998
2018-04-25 06:10:00+00:00,,-38.4999,-11.368051694557343
2018-04-25 06:15:00+00:00,,-36.7217,-15.226905521086922
2018-04-25 06:20:00+00:00,,-46.0284,-23.38390349930836
2018-04-25 06:25:00+00:00,,-47.0191,-20.432253309423807
2018-04-25 06:30:00+00:00,,-30.7344,-7.754176692459085
2018-04-25 06:35:00+00:00,,-36.4372,-7.953505876671735
2018-04-25 06:40:00+00:00,,-28.3356,-16.842092392868338
2018-04-25 06:45:00+00:00,,-28.387,-7.484784308319868
2018-04-25 06:50:00+00:00,,-40.513,-5.154854727250728
2018-04-25 06:55:00+00:00,,-38.4999,-6.1647060560417
2018-04-25 07:00:00+00:00,,-35.6743,-16.93698698829501
2018-04-25 07:05:00+00:00,,-48.9631,-14.67308850822748
2018-04-25 07:10:00+00:00,,-56.2926,-12.339436827680446
2018-04-25 07:15:00+00:00,,-40.0626,-18.22542023483153
2018-04-25 07:20:00+00:00,,-37.0719,-13.043011368642825
2018-04-25 07:25:00+00:00,,-73.8303,-20.013249396602
2018-04-25 07:30:00+00:00,,-42.3647,-23.484164023024103
2018-04-25 07:35:00+00:00,,-39.6673,-19.11407857588255
2018-04-25 07:40:00+00:00,,-39.8087,-12.293234461844513
2018-04-25 07:45:00+00:00,,-44.6981,-14.25246994618999
2018-04-25 07:50:00+00:00,,-50.0003,-24.094419449712994
2018-04-25 07:55:00+00:00,,-50.0003,-14.486606622334246
2018-04-25 08:00:00+00:00,,-66.3755,-15.809188073787016
2018-04-25 08:05:00+00:00,,-64.2905,-14.296403164608744
2018-04-25 08:10:00+00:00,,-59.8915,-8.944136482046316
2018-04-25 08:15:00+00:00,,-56.4784,-2.553616606028913
2018-04-25 08:20:00+00:00,,-56.3795,-6.126126495721701
2018-04-25 08:25:00+00:00,,-38.2631,2.221604221000206
2018-04-25 08:30:00+00:00,,-36.5016,3.0848760524108587
2018-04-25 08:35:00+00:00,,-36.8295,4.778082013451154
2018-04-25 08:40:00+00:00,,-36.1218,-13.636928157154246
2018-04-25 08:45:00+00:00,,-38.3745,-14.599208649566016
2018-04-25 08:50:00+00:00,,-39.523,-16.260421631388628
2018-04-25 08:55:00+00:00,,-26.8321,-16.53387732786028
2018-04-25 09:00:00+00:00,,-20.5974,-16.1195215056226
2018-04-25 09:05:00+00:00,,-23.0707,-13.164871968923258
2018-04-25 09:10:00+00:00,,-23.0775,-6.002038884288075
2018-04-25 09:15:00+00:00,,-24.4874,-8.726584435337168
2018-04-25 09:20:00+00:00,,-10.5259,-3.9285033837281578
2018-04-25 09:25:00+00:00,,-15.1176,-12.877067318567335
2018-04-25 09:30:00+00:00,,-17.9143,-13.061434456716446
2018-04-25 09:35:00+00:00,,-24.5566,-19.142487703811835
2018-04-25 09:40:00+00:00,,-25.5608,-15.111697180761478
2018-04-25 09:45:00+00:00,,-8.1688,-6.595853206338228
2018-04-25 09:50:00+00:00,,-14.9869,-17.262000738131107
2018-04-25 09:55:00+00:00,,-16.7616,-6.035755113262427
2018-04-25 10:00:00+00:00,,-38.2267,-22.74762803513217
2018-04-25 10:05:00+00:00,,-27.5637,-15.287462027597636
2018-04-25 10:10:00+00:00,,-28.7556,-14.063854314699025
2018-04-25 10:15:00+00:00,,-38.4999,-4.102353943805738
2018-04-25 10:20:00+00:00,,-29.0099,-20.436413293074494
2018-04-25 10:25:00+00:00,,-20.5715,-12.318816661209203
2018-04-25 10:30:00+00:00,,-20.1882,-3.1410085237103194
2018-04-25 10:35:00+00:00,,-10.9737,-2.5158318310535703
2018-04-25 10:40:00+00:00,,-26.8978,-12.363178810658695
2018-04-25 10:45:00+00:00,,-8.5075,-8.238332333873517
2018-04-25 10:50:00+00:00,,-12.6318,-19.559497276842748
2018-04-25 10:55:00+00:00,,-20.3142,-21.298017477059936
2018-04-25 11:00:00+00:00,,-34.5458,-18.207083298881933
2018-04-25 11:05:00+00:00,,-28.6262,-15.878876901532834
2018-04-25 11:10:00+00:00,,-17.2158,-8.959726338130913
2018-04-25 11:15:00+00:00,,-20.4272,-3.6173298174095065
2018-04-25 11:20:00+00:00,,4.2174,-2.9792478402767815
2018-04-25 11:25:00+00:00,,-5.7144,-0.14430052638381924
2018-04-25 11:30:00+00:00,,-10.0876,-7.656058650185377
2018-04-25 11:35:00+00:00,,-17.484,-2.102216551447428
2018-04-25 11:40:00+00:00,,-17.036,4.61654343441853
2018-04-25 11:45:00+00:00,,12.8158,-0.40453492074636627
2018-04-25 11:50:00+00:00,,4.818,6.422233556338039
2018-04-25 11:55:00+00:00,,-17.3979,1.1719672935492167
2018-04-25 12:00:00+00:00,,-3.325,3.0777604297844663
2018-04-25 12:05:00+00:00,,2.3413,-4.671325666556639
2018-04-25 12:10:00+00:00,,13.7956,2.6184679826359294
2018-04-25 12:15:00+00:00,,9.3043,9.895568200804508
2018-04-25 12:20:00+00:00,,12.4708,12.222809255381366
2018-04-25 12:25:00+00:00,,12.4707,14.106992890544179
2018-04-25 12:30:00+00:00,,11.0202,9.153411574785675
2018-04-25 12:35:00+00:00,,5.8176,9.758723836692923
2018-04-25 12:40:00+00:00,,8.1307,8.353795029141436
2018-04-25 12:45:00+00:00,,12.3521,10.524444138183583
2018-04-25 12:50:00+00:00,,12.7984,8.146443926758025
2018-04-25 12:55:00+00:00,,14.4085,17.511868249552233
2018-04-25 13:00:00+00:00,,12.7816,16.852399850731135
2018-04-25 13:05:00+00:00,,12.2356,19.425662078880567
2018-04-25 13:10:00+00:00,,12.9676,14.107342177075322
2018-04-25 13:15:00+00:00,,16.0701,11.695283127378326
2018-04-25 13:20:00+00:00,,15.8977,8.200630292495006
2018-04-25 13:25:00+00:00,,15.5639,14.578267742720493
2018-04-25 13:30:00+00:00,,15.8068,5.961017903066491
2018-04-25 13:35:00+00:00,,16.9874,5.3131074457470655
2018-04-25 13:40:00+00:00,,14.8422,5.914046919033732
2018-04-25 13:45:00+00:00,,15.6526,3.800774864342932
2018-04-25 13:50:00+00:00,,16.7241,12.501699660043956
2018-04-25 13:55:00+00:00,,16.6059,5.915618708700018
2018-04-25 14:00:00+00:00,,16.5259,5.9256237000150405
2018-04-25 14:05:00+00:00,,15.1645,8.57711782220725
2018-04-25 14:10:00+00:00,,14.7264,3.211817254836836
2018-04-25 14:15:00+00:00,,18.3551,6.965009714115327
2018-04-25 14:20:00+00:00,,16.6919,3.4578451597870985
2018-04-25 14:25:00+00:00,,20.9024,7.624867244623428
2018-04-25 14:30:00+00:00,,22.3149,5.077062233948039
2018-04-25 14:35:00+00:00,,15.5325,0.9668278890703369
2018-04-25 14:40:00+00:00,,17.8903,5.845000545355894
2018-04-25 14:45:00+00:00,,17.6089,5.7650280377067125
2018-04-25 14:50:00+00:00,,14.7452,8.293153737327524
2018-04-25 14:55:00+00:00,,14.7582,7.351260821586209
2018-04-25 15:00:00+00:00,,16.8582,1.940877183249979
2018-04-25 15:05:00+00:00,,14.1559,1.8457608976873834
2018-04-25 15:10:00+00:00,,16.9759,6.616844499064763
2018-04-25 15:15:00+00:00,,22.713,3.8228784362238897
2018-04-25 15:20:00+00:00,,17.3809,5.064778680127123
2018-04-25 15:25:00+00:00,,19.9162,7.648859942002492
2018-04-25 15:30:00+00:00,,20.1101,1.2289515021301283
2018-04-25 15:35:00+00:00,,16.4227,5.469349547165631
2018-04-25 15:40:00+00:00,,15.9894,0.9730300933902449
2018-04-25 15:45:00+00:00,,15.539,5.95833735937644
2018-04-25 15:50:00+00:00,,16.3638,-0.6394697314281133
2018-04-25 15:55:00+00:00,,15.0044,5.581479316939057
2018-04-25 16:00:00+00:00,,13.9839,4.4151935171439884
2018-04-25 16:05:00+00:00,,11.4935,4.915761407573744
2018-04-25 16:10:00+00:00,,-11.6579,8.85724581606526
2018-04-25 16:15:00+00:00,,4.3866,4.687096265393629
2018-04-25 16:20:00+00:00,,7.0135,7.574792539034625
2018-04-25 16:25:00+00:00,,-1.5216,7.650865664475139
2018-04-25 16:30:00+00:00,,5.3515,7.937845169159589
2018-04-25 16:35:00+00:00,,14.0243,2.997535546735567
2018-04-25 16:40:00+00:00,,7.5717,10.317497187793428
2018-04-25 16:45:00+00:00,,14.8821,8.15528203872233
2018-04-25 16:50:00+00:00,,13.8271,7.000679250868749
2018-04-25 16:55:00+00:00,,13.619,8.423294834702492
2018-04-25 17:00:00+00:00,,14.5458,10.115191020603216
2018-04-25 17:05:00+00:00,,7.4794,5.131145276839135
2018-04-25 17:10:00+00:00,,13.2799,6.7403933112697345
2018-04-25 17:15:00+00:00,,12.7568,7.732766527695774
2018-04-25 17:20:00+00:00,,7.3062,3.6892002370168413
2018-04-25 17:25:00+00:00,,-15.2591,6.322956683881549
2018-04-25 17:30:00+00:00,,14.4342,-5.702302337516347
2018-04-25 17:35:00+00:00,,14.5473,6.2955047859019215
2018-04-25 17:40:00+00:00,,15.7764,4.739545640338845
2018-04-25 17:45:00+00:00,,16.2429,6.315606759329759
2018-04-25 17:50:00+00:00,,16.2149,10.153153059748663
2018-04-25 17:55:00+00:00,,16.2169,7.59545985620511
2018-04-25 18:00:00+00:00,,16.037,3.3480310259807773
2018-04-25 18:05:00+00:00,,15.2162,9.257338049599092
2018-04-25 18:10:00+00:00,,-13.6307,7.48229130239803
2018-04-25 18:15:00+00:00,,15.1661,0.8332943323081823
2018-04-25 18:20:00+00:00,,14.6377,7.848002456158403
2018-04-25 18:25:00+00:00,,14.1384,2.8754667732485824
2018-04-25 18:30:00+00:00,,13.55,-3.0572771747689416
2018-04-25 18:35:00+00:00,,14.4954,6.930144905424955
2018-04-25 18:40:00+00:00,,-3.0085,5.84901427343343
2018-04-25 18:45:00+00:00,,14.7584,7.550349908488456
2018-04-25 18:50:00+00:00,,13.6183,19.336536985338984
2018-04-25 18:55:00+00:00,,15.4952,10.716844727214815
2018-04-25 19:00:00+00:00,,15.2605,6.343530818012481
2018-04-25 19:05:00+00:00,,15.7583,19.6196882099894
2018-04-25 19:10:00+00:00,,15.637,23.85792974923173
2018-04-25 19:15:00+00:00,,7.6787,11.11480439102068
2018-04-25 19:20:00+00:00,,14.364,11.614584273194797
2018-04-25 19:25:00+00:00,,14.3686,22.072328557788847
2018-04-25 19:30:00+00:00,,15.5161,29.110381297750923
2018-04-25 19:35:00+00:00,,14.4332,21.200292813181893
2018-04-25 19:40:00+00:00,,15.9652,13.294220031174046
2018-04-25 19:45:00+00:00,,10.9179,17.591063012785703
2018-04-25 19:50:00+00:00,,14.8101,18.561703453020474
2018-04-25 19:55:00+00:00,,11.331,18.44032401331901
2018-04-25 20:00:00+00:00,,13.6051,13.736219919078039
2018-04-25 20:05:00+00:00,,15.0289,19.595438146278866
2018-04-25 20:10:00+00:00,,15.7711,25.24741435776086
2018-04-25 20:15:00+00:00,,15.5905,34.6651911164728
2018-04-25 20:20:00+00:00,,13.893,22.661630329596917
2018-04-25 20:25:00+00:00,,14.0822,42.96417820042673
2018-04-25 20:30:00+00:00,,14.4977,6.5649686871889905
2018-04-25 20:35:00+00:00,,13.8452,21.427986008457683
2018-04-25 20:40:00+00:00,,-15.7293,39.562305919336644
2018-04-25 20:45:00+00:00,,-8.1243,16.407335554868798
2018-04-25 20:50:00+00:00,,-4.0679,15.43293611456003
2018-04-25 20:55:00+00:00,,8.2564,16.388304041094376
2018-04-25 21:00:00+00:00,,-19.0755,23.9164664065649
2018-04-25 21:05:00+00:00,,-7.1297,21.93709729952192
2018-04-25 21:10:00+00:00,,12.2341,22.67011244306446
2018-04-25 21:15:00+00:00,,10.0929,21.307559799922462
2018-04-25 21:20:00+00:00,,10.8379,24.21596685667007
2018-04-25 21:25:00+00:00,,-6.411,22.29804902970735
2018-04-25 21:30:00+00:00,,10.327,24.500550387269385
2018-04-25 21:35:00+00:00,,12.2443,21.700047751980378
2018-04-25 21:40:00+00:00,,14.1885,24.515672137178793
2018-04-25 21:45:00+00:00,,4.8853,15.301388685100292
2018-04-25 21:50:00+00:00,,13.9887,27.19359855192069
