,Feature Name,Importance,Delta,FR_Decrementing,FR_Incrementing,FRD_abs,FRI_abs,FRD_MAD,FRI_MAD
76,kspd_kt,0.0052382103823820905,3.644319993286032,-0.034376713161909135,0.19914219368640687,0.139201607297967,0.38942939602084975,0.0,0.2677684082331351
23,kdgw_kt,0.005480130350959174,3.6527992517854018,0.01620707524190232,0.16342744893102729,0.24518704461595056,0.46417429829324564,0.0683666778056895,0.11990817571686208
79,kiml_kt,0.005481399533047768,3.592540062192256,0.17393226763033443,0.12393133590808338,0.3460395191131143,0.33994500325614696,0.032337507118260334,0.032337507118260334
27,kgcc_kt,0.005526519261028221,3.355182118446236,-0.10202776158521054,0.056288126773273425,0.23608418952669916,0.3480632345015204,0.12627173855713458,0.16408227010271936
62,kmko_kt,0.005547062924345866,2.632963145516358,0.1517369668824294,0.04244305790760551,0.6638231961661948,0.4597480197378931,0.35708135342669145,0.21597802730918136
8,kitr_kt,0.005674420861363741,3.976713240039689,0.1849939555168673,-0.1572692092916469,0.3526335141503067,0.3262854596024527,0.15946351897908695,0.13275009943270888
81,kcos_kt,0.005716655439688696,3.8082347425828,0.054005540187621125,-0.12681394818318062,0.3109304760796297,0.3206036221314971,0.13882735102153276,0.15212328144249376
3,kgck_kt,0.005731097061615328,4.139188342536189,0.2517400719874732,-0.27037768375592464,0.3611885706317278,0.38561396170754425,0.16149420301391615,0.2036826980665598
53,khut_kt,0.005742738469049571,3.5658261150864097,-0.13307001921062192,0.15169465820247063,0.33932250707302547,0.5599947941703709,0.17003415020803253,0.22751634998507164
93,kmck_kt,0.005777535068568503,3.7231263406357553,-0.19258999614938094,0.40403767080094066,0.32423664659018614,0.5756688488003295,0.12610203179354684,0.3248534990564611
5,kbgd_kt,0.005793856505208028,3.1061312501261837,-0.016164362799669447,0.053195922236148455,0.33905959225337184,0.3518693148023518,0.18324942471610495,0.19695478946027856
85,klhx_kt,0.005864598736156715,3.7363153927122195,-0.015538042931399853,0.19885665969614963,0.4395597752973744,0.49723637049723857,0.14965333449293183,0.14696196741018852
65,krap_kt,0.00620739852923741,3.571931882437428,-0.020223564437004966,0.08978388340415673,0.3561996385426947,0.3504650630112918,0.1304130648214823,0.13358741194355161
92,kict_kt,0.006258724381624476,3.509167704875752,0.23490358610434503,-0.27899456817786455,0.5784074783817972,0.5859029394478309,0.344825993242889,0.37519164573343033
30,kcao_kt,0.0066186370309747,3.276736011578399,-0.012594808097408447,0.11496581681994335,0.38565920104027823,0.2848688468036364,0.11516020937621896,0.09309024378282515
11,klit_kt,0.00677638870173931,2.435872755975967,-0.046365734767768736,0.04296212501265887,0.1907708300856369,0.19976754535162902,0.061057442993891264,0.07477688494891943
86,kcys_kt,0.007032042073950828,3.893429902390922,0.013636458056214355,0.0050655711358616904,0.18854016168922463,0.24405144453903382,0.04735761296414864,0.06979747122315416
67,kako_kt,0.007133067877298468,3.733919708527411,0.3270596248973994,-0.16254773626714225,0.4574038018109544,0.3755922658514575,0.1670397700097297,0.16825927052346046
42,kolf_kt,0.0072233849095293245,2.7408687223631176,-0.059276564969339765,0.05329949764098556,0.12797929274776598,0.27939433002373537,0.0,0.0
60,kggg_kt,0.007230160558699861,2.327278765900299,0.01704000772973103,0.032734468943999936,0.3090620965010467,0.36297355826544253,0.15184004314301802,0.18849291891328335
20,kcnm_kt,0.0072900022255051305,3.4115923530783268,-0.04764506078372145,0.13972357098985366,0.20738176611870238,0.22790194825039314,0.04485313076858688,0.06016413435022727
37,kpkd_kt,0.007420623290553197,2.337804061975477,-0.23184075265589385,0.25714496245621926,0.31455560772410557,0.3832766539590414,0.134435545784088,0.14336380605352517
58,kofk_kt,0.007586936919163428,3.1782638204331404,0.32205251162952003,-0.049242026078689646,0.43248904030255453,0.19683331812185134,0.02641444734387921,0.020580029366144004
12,kafw_kt,0.007766255505394827,3.129674825763266,0.004484248374608294,0.09533301650414243,0.21015279045265833,0.30213301760180616,0.04097304530665302,0.1385201041896682
95,krsl_kt,0.008028028536193272,3.7252203603867846,0.12729563799167426,-0.16392774880677696,0.396559000370315,0.5656975636415766,0.15621833306128252,0.2723802417093051
38,kden_kt,0.008142960658623891,3.490850674090903,0.10305110816936326,-0.09396566862774175,0.39584741796194123,0.3467597641493631,0.20189487261940386,0.1562745511494139
55,kfsm_kt,0.008507052733213878,2.37061043942298,-0.03878382350736034,0.13434181194603056,0.2620213889791393,0.40906995182252165,0.09780008736865131,0.19110561627202305
98,kd07_kt,0.008778170616173645,3.0656770289179036,0.17092136108840264,-0.18997818404166122,0.44760944502508565,0.3439021097326337,0.038875801320632064,0.021015784648458435
77,kn60_kt,0.008794147567103274,2.7783265662655086,0.1977401824870904,-0.09898794833624625,0.3691600194850278,0.4397828653841963,0.16720739312910826,0.189482939550782
43,khon_kt,0.00882840686181428,3.164479201739258,0.23319482919346157,-0.025097164777805943,0.41115164274344684,0.3892157630900216,0.09069254203455479,0.0938168692439234
97,klnk_kt,0.00915074878351006,3.1879025342486336,0.012167104433023481,0.3324364025171879,0.2644474759452768,0.5671726868642857,0.06048144703477476,0.12990787670673587
49,kmhe_kt,0.009410627424315903,3.4062648606232977,0.15667050791735498,0.03940190146981054,0.6364689007538374,0.46175659880587316,0.17605603959121652,0.17126490941489436
2,kddc_kt,0.009553829043563762,3.87282897494934,0.16833386439286133,-0.10652785725990692,0.3708837453528226,0.41993167091305794,0.2023114620572133,0.22662217343127988
22,kfar_kt,0.00974765494258985,2.5851813713292113,0.3658261275464844,-0.36604536297835405,0.5870565313093317,0.4956708406062546,0.25343698702853956,0.27436421977081693
71,kpub_kt,0.009958480641711074,3.9523623927760654,-0.04938735752006655,0.072438808939131,0.21835806192516397,0.2786602285483844,0.10506238276930802,0.11103338232742388
26,k2wx_kt,0.010348202900869904,3.4002302354546003,0.10279315030836239,0.01369297011107264,0.47054772478794893,0.40970914148415893,0.21985646248263357,0.19416249644729522
44,kals_kt,0.010551020196178987,3.7946232721751274,-0.1904422615580664,0.3943297989102458,0.3954793509771895,0.6206890237005368,0.1200236749731971,0.29789898956720684
73,ksux_kt,0.010563942008051923,3.0748136097833094,0.04278879913990105,0.05066128984089373,0.19208666813431902,0.2628835856699742,0.04887378356005456,0.04896000725258176
33,klwc_kt,0.010601526087962514,2.7675606143016633,0.17480284361958814,-0.06250527671118282,0.3104845783683259,0.30483047740017843,0.07793611170623538,0.07619972979669143
40,klaw_kt,0.010849420411509854,3.41762451705381,-0.04789852086255298,-0.03650404375923486,0.33904822700181964,0.42368433923124943,0.10631534718718427,0.15437115070291085
57,kvtn_kt,0.01208741335830201,3.6271703074889863,-0.18443915687042284,0.42513575053479385,0.279915262547255,0.5251529691357852,0.08069061665494814,0.17078594946436532
9,kabr_kt,0.01214824093195975,2.866807118499764,0.22142433464616643,-0.06814394363405685,0.5062664341324788,0.28136190604334427,0.10851440030060111,0.05428965716952305
78,kxna_kt,0.012266855619191771,2.9875318228123455,-0.26238786032223105,0.2352350580139499,0.34095425220990716,0.36982722032568527,0.047956458962636006,0.14636425185399382
69,kgfk_kt,0.012930634844370539,2.5668023301413494,-0.23345482238456017,0.5120002717220222,0.37032843208800353,0.8089168923458058,0.1138058269189326,0.27542553781629664
90,kama_kt,0.01400889525303036,3.472351318609271,0.4014853307849697,-0.29549439028205343,0.6095248063992367,0.6336146665982879,0.1903518573797065,0.18865817661391748
32,koma_kt,0.014269861113869612,2.8501989172880093,0.00302752341170485,0.2157836537320334,0.4131253868694631,0.6526884607599756,0.16994406547243024,0.17939963070472587
28,kjms_kt,0.014298683635707235,2.724973981757294,-0.158034339464749,0.20929828457731664,0.32383914995738194,0.41192089284249833,0.1324884956295449,0.14935891508006094
96,ktyr_kt,0.015102994092829485,2.498803944262426,0.17884616680712803,-0.034903636579775695,0.3121006659044081,0.28949611970594624,0.12096588466146763,0.12819324853983827
61,kmot_kt,0.015544961154373245,2.630136626429274,-0.1817151575983745,-0.019004523718393028,0.6896774401556026,0.4111775401728729,0.16150927848441476,0.15624524818707108
56,kokc_kt,0.01664785737040768,3.393062565680737,0.37728217167680833,-0.12868778753957294,0.5806679184755511,0.5776210431689517,0.13333886911521375,0.10717811235609531
75,kspw_kt,0.017689762192217646,3.704097871394846,-0.3015482490425902,0.31706775720413066,0.6398098483717657,0.6625800708889928,0.3489020585155824,0.37355598118256417
1,kswo_kt,0.017700242035752982,3.005858212144632,0.6015488336945829,-0.26411000460892264,0.81798212548569,0.46161301888482276,0.20088575236019324,0.17139437542964497
34,kfnb_kt,0.017764526571959316,2.649900369801644,0.33209556195457285,-0.1736061255297146,0.5479728938224746,0.7297933323872905,0.226096263943381,0.30361320566243677
19,kdeq_kt,0.019624539164518093,2.0286996517716887,-0.12655677055536121,0.14952066743810136,0.3713998068748959,0.42216373214077946,0.04259202060331013,0.10859902001293165
7,kfoe_temp,0.021167752433230644,3.832113010936438,0.3291600445187785,-0.38753227284136194,0.836657172547858,0.8701323259419218,0.41152646655937963,0.4584366367019115
94,kcds_kt,0.022082898763431492,3.501115256397923,0.5081365830259728,-0.612177900890329,0.7040866248790884,0.8062844664386029,0.3316557940880287,0.4062282256841936
59,kpwa_kt,0.025617651135611666,3.3484252664556204,0.39718888117730317,-0.3474660542981028,0.6636999737035052,0.5482628439439542,0.27987032353052044,0.2078297379020384
66,kphp_kt,0.027520626338231716,3.150847274371432,-0.3749918716659958,0.24014608629643872,0.5450207524568687,0.3915477623062572,0.06950656120366894,0.018512852333735452
0,khbr_kt,0.03012380691929928,3.576204898803171,0.8532589870770411,-0.181901602949444,1.0692569689898936,0.6932924406299126,0.3354309023814448,0.23244979269578536
21,kgag_kt,0.03409778914316934,3.8329263254417123,0.5314128791721986,-0.28082707599870693,0.7662297246100899,0.6779365082325707,0.23856931309213714,0.26251135728793074
41,klaw_temp,0.04180014607216357,4.185742623400155,0.514143349719138,0.607360790362721,1.2500757610740494,1.282199316208231,0.1662539294616714,0.09680176382402639
45,kcsm_kt,0.04481106286671665,3.573904553515294,0.6174978619579772,-0.3591113752264603,0.9037011984484538,0.6581769216235402,0.2115899202409679,0.13971662764852066
